conversation_id,customer_msg,support_reply,pair_id,intent_label,should_escalate,escalation_reason,label_method
79b9fd2395d16693cf29c72c9a005c11,Discover weekly playlists are AWESOMES! But this week the algorithm seems a little flawed. 10/30 are well-known hits.,"Hi Billy! Discover Weekly is based on what you're are listening to. Hopefully, it’s more in tune with your tastes next week 🙂 /AU",sp_005564,feature_request_feedback,False,none,rule_based_v1
7c7c86c6a2c1057376ddc12afa29c27a,i did that ☺ but it doesn't work with data bundles 💔,Hmm. Can you DM us your account's username or email address? We'll take a look under the hood /HC,sp_002408,other,True,unclassified_intent,rule_based_v1
7d6c417240ed5cd0cecb0f05b3a87dea,please help me I DM you,"Hi Tiffany, we've replied to your DM! We'll continue helping out over there 🙂 /DQ",sp_021200,other,True,unclassified_intent,rule_based_v1
7df907b7cd2d26a7aedbbeea6af626b7,It would be cool if the daily mixes changed song from day to day. I can only listen to same songs so many times.,"Hi Jackie! To keep your Daily Mixes fresh, keep listening to more of your favorite tunes. This will mix things up /ND",sp_013235,feature_request_feedback,False,none,rule_based_v1
7ef9fff542759e3afe14cd56b9610a1a,"You *REALLY* need to finally, actually, DO something about the 10,000 song limit in users' libraries. Especially for a service that prides itself on helping discovery of new tracks.","Hey there, we hear you! We’d love to see your vote, and hear your feedback on this idea: /TB",sp_030944,feature_request_feedback,False,none,rule_based_v1
819fff96e53cf17a6253537268143690,"just received an email regarding my student premium membership, could you please check DMs? ☺️",Hey there! We've just replied to your DM. Check it out. We'll continue helping there /RE,sp_005187,billing_subscription,False,none,rule_based_v1
829ab6a6c0adb1ad99e2b0be163951eb,: I can't log into the web player on Chrome. Network guy says it is a problem on your end with Cloudfront. Any ideas?,Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM,sp_004075,playback_technical,False,none,rule_based_v1
82b4d03d0ffdc3dbbf2e28349f162506,Hey is there a way to stop particular ads while using your service? The horror movie ads are freaking me out.,"Hi! Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team /RA",sp_001024,feature_request_feedback,False,none,rule_based_v1
8470baa45b1cd06884da8d1bbf0c9cb3,Ready to delete my if there isn’t a way to turn off this wave notification..,"Hey John! Just to check, could you let us know more on the wave notification? A screenshot of it would come in handy too /MT",sp_019966,other,True,unclassified_intent,rule_based_v1
88a3825124ece55aedb9029e4aff368c,then what is the download songs feature for???,"Just to clarify, are you referring to your saved songs in Your Library? /MT",sp_015622,other,True,high_distress,rule_based_v1
88e665b0518ec8418af4d49a2dad9694,"proceeded to buy the normal premium for $12.00, so I got charged twice. Is there a way to fix this? Thanks.",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,sp_011971,billing_subscription,True,billing_dispute,rule_based_v1
89013fb1a4ad232b9238cecfe5468e2d,"Hi, my email isn't working for student discount, keeps saying it's already in use when it isnt.",Hey! Can you DM us your account's email address you're using? We'll take a look backstage /SJ,sp_025404,billing_subscription,False,none,rule_based_v1
896aaecf8885240bdc179b3b285279a3,hey I just tried to save a new album to my library and it says my library is full. Is this a bug?,"Hey! If you have 10,000 songs in Your Music, you won't be able to add more. Anything else, we're here for you 🙂 /ND",sp_017682,playback_technical,False,none,rule_based_v1
8d279cfb3f5fb135015eeb525cd6794f,I DMed you nearly an hour ago I need your help please!,Hi there! Sorry for the delay. We've sent a reply to your DM. Check your messages /LP,sp_006420,other,True,unclassified_intent,rule_based_v1
8d41678f951217e170dd73a41f417772,Has multiroom audio come to yet?,"Hey Phil! This isn't possible right now, but you can show your support for the idea in our Community: /NS",sp_029284,other,True,unclassified_intent,rule_based_v1
8edc30503611383719400f67883a8e1b,"Okay I was just listening to Take Care yesterday, what’s going on? 😡",Hey Ana! Is this what you were looking for: Hope this helps 🙂 /NH,sp_027012,other,True,unclassified_intent,rule_based_v1
8f5fe1fe11b8222b2fede9dfc23fc8c2,"unable to login, not getting the email for resetting password, would LOVE to send you an email but can't because I can't login","Hi Matty, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT",sp_004128,account_access,False,none,rule_based_v1
901252e5f22ca0df3e0bb95fbaef5a94,"Hey , why has ""Groupie"" by Samir and Viktor disappeared? :O",Hey there! Could you let us know the country your Spotify account is set to? We'll take a look backstage /JE,sp_005432,other,True,unclassified_intent,rule_based_v1
90730167acf587c6e1b4b18629fb4823,Möjlighet att radera de Daily Mix som föreslår vore klart efterlängtat. En vecka på semester då kontot på hemmaplan lånats för Sonos mm av dottern med pojkvän sätter fortfarande djupa spår. Och att radera artisten fungerar inte - kommer tillbaka. :-(,"Hey Johan! We can help out in English via Twitter, but we also have Swedish support via email at /DR",sp_027560,playback_technical,False,none,rule_based_v1
9211021e365bb34c7b23a4cdf707d4fc,"when shuffle playing a 9,000+ song playlist, why do you only seem to play the same ~100 songs? 😒",Hey Nate! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /GU,sp_011062,playback_technical,False,none,rule_based_v1
923c36cfe0e7a709433e6e7d90b9abf0,I suggest a chat to PM songs to friends and comment... also a way to open another playlist/album in new tab :D #avidspotifyuser,Hey! Thanks for letting us know. We'll be sure to let our team know it's something you'd like to see /CB,sp_015975,other,True,unclassified_intent,rule_based_v1
92795ca7ab26f3693d88d494d5d18d5a,when will astros new albums be added pls and thanks,Hey there! We’ll have it available to you as soon as it’s available to us. There's more info at /JE,sp_017656,other,True,unclassified_intent,rule_based_v1
92f90891f63a25827ca54b1fa3a1587a,I will not rest until I Caught Myself by Paramore is on,Hey there! Is this the track you're looking for: /FR,sp_027339,other,True,unclassified_intent,rule_based_v1
9588ff1e469eb162ed06e2ff50d234a7,"Hey , if you’re going to update your iOS app once a week, could you maybe optimize the layout for the iPhone X? It looks terrible.",Hi Mike! Thanks for the feedback. We’ll get this passed onto the right team. You can also vote for the idea at /DD,sp_020022,other,True,unclassified_intent,rule_based_v1
95a040263c9ccc3be358f5307ab95cc7,"How much, Spotify??????","Hi there! If you haven't had a trial offer, or have had Premium, you can get the Intro Offer 3 months for 9 PHP deal. To take advantage of this, you'll need to use a recurring payment method, such as a debit/credit card or PayPal. Hope this helps. Let us know how it goes /DR",sp_031678,other,True,high_distress,rule_based_v1
95bba06d2d18b19d6a4e1b50c53efccc,no one in India should buy or choose Spotify @ first place,Hey there! Could you let us know what happening exactly? Keep us posted /DF,sp_032616,other,True,unclassified_intent,rule_based_v1
9647f44ce869b85b563c97f895922fa6,My operating system is Windows 10,Hi there! Have you tried logging out &gt; restarting your computer &gt; then logging back in? A screenshot of the error message will be handy /CO,sp_021848,other,True,unclassified_intent,rule_based_v1
96aceffb23e2397eb1ca16789df61096,"Sorry there has been a temporary error, please try again later. when connecting Facebook account",Hey Fred! Can you DM us your account's email address or username? We'll check backstage /AR,sp_025081,playback_technical,False,none,rule_based_v1
96e6129ddbe1f7063dd5cc84b7f0a0c5,"Aside from reputation, there are no other new releases for Philippines?","Hey there, head over to Browse &gt; New Releases to find all the newest hits, fresh off the grill! 🔥 /SY",sp_035122,other,True,unclassified_intent,rule_based_v1
973138690a1740be43ea234ba41e5c05,I'm using a Windows computer. Thanks for taking notice of this.,"We can see how this can be useful! To help make it happen, you can add your support to this official idea here: /CH",sp_019462,feature_request_feedback,False,none,rule_based_v1
97b9c4da938b99eb6bd4b7663661faf7,Why don't you offer the same student discount to the teachers that teach the students? I'm sure would help.,"Hi Jared, that'd be sweet! Suggest it in our Community at and get support from other users /GK",sp_017496,billing_subscription,False,none,rule_based_v1
97efd28621046ac1994d328cce3547ee,What is this on Spotify?,"Hey! This mode allows you to take your playlists to the Upside Down - an alternate dimension in the famous Netflix show, Stranger Things /MA",sp_018626,other,True,unclassified_intent,rule_based_v1
989f94988e16c800f5d2a86702e9a1d0,did someone break something? im unable to listen to my music on pc or my phone i get error 3 + 4 and nothing is happeneing,"Hey there! We'll help out, don't worry. Can you let us know the specific devices you're using and their operating systems? If you could also tell us the Spotify versions you're running on them, that'll be super helpful. We'll see what we can suggest. /GN",sp_036079,playback_technical,False,none,rule_based_v1
98b1f6e13abbfabeda994e073409f001,. please add the possibility to block an artist! or set your algorithm to remove an artist from suggestions at x # of dislikes 😓,"Hey there! This isn’t possible right now, but we have more info about this on our Community. Check it out: /AP",sp_018355,feature_request_feedback,False,none,rule_based_v1
9b716fbfa0feea38bd34d6d682bc2221,where’s ‘s new album at? #trailbyfire release date was today and yet it’s still not up? #waiting #beenwaitingoverayear,"Hey James, we’ll have it available to you as soon as it’s available to us! Hope that helps /KL",sp_015111,other,True,unclassified_intent,rule_based_v1
9bd09814b306838c3a7ff3e65d3d43b6,Ok you can put It's so Easy back in the Appetite For Destruction album thanks a bunch,Hey there! What country is your account set to? We'll check backstage /AP,sp_026543,other,True,unclassified_intent,rule_based_v1
9bfa85068ed6cffb9ffae4dc52e481a6,. make an Apple TV app I hate airplaying from my phone,"Hey there! We don't have any news to share about Apple TV right now, but you can vote for the idea here: /CE",sp_026454,other,True,unclassified_intent,rule_based_v1
9d621682d3be3a44b83042bdefa5c701,why can't we use app store cards to pay for premium?,"Hey there! If you're able to get the 3 months of Premium for 0.99 CAD offer, your account will automatically switch over to the regular Premium amount (9.99 CAD) when it expires, unless you cancel it before that date /RB",sp_028203,billing_subscription,False,none,rule_based_v1
9e14cc3570a6eefec7423d868f2c3534,"Av alla dgr ngn skulle kapa mitt Spotify, var d tvunget att bli dagen j sitter o väntar på flyg + behov av offline-listor? #ilandsproblem",Hi! Hope you don't mind if we reply in English. We've just sent you a DM /GK,sp_016004,playback_technical,False,none,rule_based_v1
9f2b9f3e3f9114df522150f90696ab29,"hi, you charged me five extra dollars this month although I am on the student plan! I want my refund!",Hey Ahmad! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO,sp_018508,billing_subscription,True,billing_dispute,rule_based_v1
a165dbb2151c3b5c24810b18a21e8815,HOYYY BAT WALA SA YUNG FULL ALBUM NG REPUTATIONNNNN!!! ARGHHHHH QIQIL NIYO KO HAAAA,"Hey! We don't currently offer Filipino support, but we can help out in English via Twitter. Is that cool with you? /DR",sp_023575,other,True,high_distress,rule_based_v1
a226177a2d6d9b418faa79f9208dba0b,"I switched colleges and lost my discount, it won't let me verify myself to get it again how do I fix this?","Hey there, help's here! Can you DM us your account's email address? We'll see what we can suggest /MV",sp_007348,other,True,unclassified_intent,rule_based_v1
a25a785142da9f3b16a8c1038b809c81,man come on w these commercials lol four in a row? Really?,"Hey there! Thanks for your feedback - we'll pass it on. For now, check out if you haven't had a subscription before /MG",sp_031480,other,True,unclassified_intent,rule_based_v1
a389449a720e3545c3420c0483cfca80,my spotify tells me this.. im on a computer and internet through wifi.....,"Hi there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /AP",sp_036623,other,True,unclassified_intent,rule_based_v1
a42a51f6334717a00e7899cea950197c,I need help. Im getting charged for premium but cannot log in. This has been going on a couple billing cycles now and its resiculous. 9.99,"Hi Bobby, that's no fun! Can you DM us with your account's username and email address? We'll check it out backstage /WW",sp_030499,account_access,False,none,rule_based_v1
a5d487195b3e3c8798f9e5ca30f78925,help help please !! trying to join wife's premium family plan but can't seem to join. heeelp!! invite to __email__,"2: using the ""Send a private message"" link below? We'll take a look backstage /NQ",sp_007562,billing_subscription,False,none,rule_based_v1
a60a5660251a0f633fe5e86582ddd37f,I am logged out of my account and can't access my emails to rest my password as that is blocked. Can you help?,"Hey Emily, help's here. Can you send us a DM with your account's email address or username? We'll take a look backstage /AY",sp_013084,account_access,False,none,rule_based_v1
a6881b32c49efe03cc60670d6a0ad19a,hi. I dropped you a DM.,Hi! We've replied to your DM. Let's continue chatting there /GU,sp_020206,other,True,unclassified_intent,rule_based_v1
a6e22404ea292006b7d17c2d29d6704c,I bought two Spotify gift cards and they aren't working???,"Hey! Can you DM us your account's username and email address? If you're getting an error message when redeeming the gift cards, it'd be great if you could include a screenshot of the exact message as well /JL",sp_028703,other,True,high_distress,rule_based_v1
a779f30fb61447390f047c6b2af099fb,. Thank you for the follow. How can I submit my song SENORITA for review for your wonderful playlists? Thank you!,Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: /KP,sp_018233,other,True,unclassified_intent,rule_based_v1
a81c8feaa71d2f14a4d5b3615e5b50e3,Spotify better get their shit together before I cancel my subscription and move over to Apple Music 😒,We've just sent you a DM 🙂 /PX,sp_015141,billing_subscription,True,billing_dispute,rule_based_v1
aae013bdd0a5c3720a5a7d07e4cda0c3,Dear I wouldn't run out of skips if your app properly went to the next song. I shouldn't have to buy premium just to get basic functionality. #tryharder,2: out if you haven't had a subscription before 🙂 /CH,sp_021392,billing_subscription,False,none,rule_based_v1
ab52228e1220103f68e17e2c219e8912,seems like you’re short staffed since you still haven’t answered my questions and another week has gone by. Where should I send my resume?,"2: happen, we'd suggest adding your vote to the idea at /NS",sp_024518,other,True,unclassified_intent,rule_based_v1
ac15f9061528fd73cbe20c5026c2e328,"My bands page ""The Peregrines"" hasn't been made yet. My Discography is under ""Peregrines"" not ""The Peregrines"" PLEASE FIX THIS","Hey! This is something for our Artist Services team. Not to worry, you can contact them here: 🙂 /DF",sp_020591,other,True,unclassified_intent,rule_based_v1
ac3d24449bdca803a891c20ae8ce4061,why does my music keep pausing itself and then turning off the equaliser🤔,Hey! Can you let us know the make/model of your device and the versions of its OS and the Spotify app? We'll see what we can do to help /CX,sp_009861,other,True,unclassified_intent,rule_based_v1
ad7fc84b9d8ba63c1f5135e4267c9ab9,I really miss being able to preview songs.,Hey! We have more info about this here: Give us a shout if you have any questions /MU,sp_002280,other,True,unclassified_intent,rule_based_v1
af44128f207a07128efe9c80976b9df6,If would like to start working again that’ll be fab,"Hey Katie! We were off beat for a second, but we’re back on track now (excuse the puns) 😉 /JE",sp_033557,other,True,unclassified_intent,rule_based_v1
b0eae5cf6951d938daef9d764f4eedea,any possibility of this anime ending theme song being added to spotify?,"Hi there. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /JU",sp_015718,other,True,unclassified_intent,rule_based_v1
b1b1b094aef4c50d302f3fea1d4d374c,. Every time I open Spotify on any of my computers I just get a blank black screen. Any ideas how to fix before I give up and just go over to YouTube instead?,"Hey Alex, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK",sp_024654,other,True,unclassified_intent,rule_based_v1
b3348a5cdc1cef439c977b673b9121d3,can you guys put music back on or what the fuck no mamen pendejos,Hi Miguelito! His content may be down due to licensing matters and could be temporary. More info here: Hopefully we'll have them again soon /NJ,sp_032122,other,True,unclassified_intent,rule_based_v1
b558994019cfb4bdbd5f19e95240d2ab,are we getting that and album ??? #SUPERSLIMEY,Hey there! We’ll have it available to you as soon as it’s available to us. /LO,sp_010604,other,True,high_distress,rule_based_v1
b839875b03479864a2a0595e140b0d39,Is there Premium Karaoke? 🤔,"Hey there, that sounds like a great idea! You can vote for the official idea here: /TB",sp_005731,billing_subscription,False,none,rule_based_v1
b8a9f6285038408464317f442c31e0d0,Is there a way to combine playlists on without having to drag each individual song? #help,"Hey there! This isn't possible right now, but you can select all songs by pressing Ctrl + A then click and drag it to your playlist /KL",sp_017078,feature_request_feedback,False,none,rule_based_v1
b8aecbf97b2c8c67d142dea57fd348f4,please tell me there is a way to alter playlist order on my android phone. I would greatly benefit during teaching yoga class!,"Hey Laura! It's not possible at the moment, but you can help make it happen by showing your support here: /MG",sp_015395,other,True,unclassified_intent,rule_based_v1
b972e554ae5b5b0dfaa80c76de842ec9,stop acting up; I need this rn,"Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /MO",sp_031020,other,True,unclassified_intent,rule_based_v1
b999defb72349751e62c862a30971a45,wtf your updates make me have to download all my music again. Not cool,"Hey there, we'd love to help! Can you let us know your device, OS, and version of Spotify you're running? We'll see what we can suggest /AG",sp_001999,other,True,unclassified_intent,rule_based_v1
bb08db78b5edadc20fdc662aaf22b867,"Getting clicking and popping sounds on Spotify Premium (1.0.67.582.g19436fa3) Playback, reinstalled, Hardware Acceleration off, High Quality streaming off, 3 X spotify.exe? (PCSpec:",Hey Nick! What's the exact Spotify version you're using? Does logging out &gt; restarting your device &gt; logging back in help? /AY,sp_028829,billing_subscription,False,none,rule_based_v1
bd604002757980ad53808b3eefb445c3,could you please help? When using Extreme playback through iPhone app with my Chord Mojo I’m not getting the 320 sample rate I’m paying for with premium. Is there a setting I’m missing??,"Hi Tom. Don't worry, we'll look into this. Can you tell us what the exact iOS and Spotify app versions you're using? We'll see what we can suggest /JU",sp_032320,billing_subscription,False,none,rule_based_v1
c14a8df1e1b4d5297e9cb30cb34d5a00,"hi. can you pretty, pretty please put the band ""jank""",Hey Claire! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /MG,sp_017349,other,True,unclassified_intent,rule_based_v1
c1d7470f756ee5351c0de6a2219d0e8f,"Hey , NMF could have been significantly better with a couple remixes we've all been waiting on.","We hear you, Ben! Your feedback has been noted and passed onto the team /PX",sp_001891,other,True,unclassified_intent,rule_based_v1
c2082f176dbbf16cd732c4f5f3a6643a,I having troubles again with #spotify. It seems i cannot even go out of the country because now i have to change all settings??,Hey there! Can you DM us your account's email address or username? We'll take a look /NS,sp_014897,other,True,unclassified_intent,rule_based_v1
c3a29323602ff32079f519971cb5dcfc,I searched for Awate. You play me Klashnekoff... How do I listen to the artist I've searched for?,Hey Luce! Can you send us a screenshot of the results when you search for Awate? We'll take a close look /JP,sp_013246,other,True,unclassified_intent,rule_based_v1
c476183f207100151d494fa793c25199,I signed up for the student premium account then I clicked the button that said to Go to Hulu but there's always a pop up saying Spotify is having trouble authorizing my account,Hi Ysabel! Can you DM us your account's username or email address? We'll take a look and see what we can suggest /MC,sp_027018,billing_subscription,False,none,rule_based_v1
c60c5e3490499d3baf676990defa94d9,hi can you check your DM please. Waiting on an answer,We've just replied to your DM! Let's carry on chatting there /KM,sp_018607,other,True,unclassified_intent,rule_based_v1
c68da64855885aaf3605a301d1d7dc22,Bring Crazy Bitch back,"Hi there. Sometimes content becomes unavailable due to licensing. More info at Any questions, just shout /LM",sp_021694,other,True,unclassified_intent,rule_based_v1
c8d818e0ec82af0e61cd6a11608d7b06,"hey, do you guys know if you're going to add the new NU'EST album W,HERE?","Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /AR",sp_005043,other,True,unclassified_intent,rule_based_v1
c92e58233fdd4eeea53561615fbdeed4,Gets lost when switching to the Spotify app or when the iPhone “wakes up” pressing the home button. I’ll need to reconnect to the device 2/2,Hey Paul! We're here to help. Can you let us know the exact device and Spotify version you're running? We'll see what we can suggest /KM,sp_018040,other,True,unclassified_intent,rule_based_v1
ca4da990de747dfe128a41c1c857eee5,"Hey there , my ""Release Radar"" is completely bonkers. Seems like you have mixed me up with some french dude. Watch the attached pic.","Hi there. The more you use Spotify, the more personalized Release Radar becomes. Carry on listening to the songs you love! /JM",sp_010926,other,True,unclassified_intent,rule_based_v1
cd1eb21dd4e3ff35c10eb79b319810cf,we have upgraded to family premium $14.99 per month. How do family members log on?,Hi Karen! Help's here. Could you DM us the email addresses on your accounts? We'll take a look backstage /AU,sp_006914,account_access,False,none,rule_based_v1
cd238b61e85620deab3bda68d7129509,If so: how do I cancel premium for this account so that I can make a new one?,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,sp_019837,billing_subscription,False,none,rule_based_v1
cd4afece9886e220b5e5816bd45a1ec8,why hasn’t my discover weekly updated?,Hey Ty! Could you send us your account's username or email address via DM? We'll take a look under the hood /LP,sp_004289,feature_request_feedback,False,none,rule_based_v1
cfaed3cc1a41a1100b6bc13aa01a6d1f,Yeaay Terbaeq memang 😍😍😍 tapi min paket pelajar harus pake credit card ya?,"Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /AU",sp_010859,other,True,unclassified_intent,rule_based_v1
cfe71b56ffde077f3eb3d1966deea144,I signed up for a student account but I was charged $9.99,"Hi Hailey, help's here! Can you DM us with your account's username and email address? We'll check it out backstage /WW",sp_031370,billing_subscription,False,none,rule_based_v1
d1abbb39a815504949ed87c26956910d,hi! I need your help guys.,Hey there! Help's here. What's happening exactly? Can you DM us your account's email address or username? We'll take a look backstage /NQ,sp_034074,other,True,unclassified_intent,rule_based_v1
d2c4105baf739b8a240f52e3a13eef59,Got a notice that the email address on my account was changed. DID NOT do this &amp; now locked out of my account. Please advise!,"Hey Kristen, we're here to help. Could you DM us your account's username and email address? We'll check backstage for you /BX",sp_016513,account_access,False,none,rule_based_v1
d3b42890aa1554d6511d010c5a424061,"Anyone else's Spotify not working properly, the browse and search doesn't connect like wtf 😂",Hey. This is fixed! Everything should now be running as smooth as this guy's voice: /CP,sp_033524,playback_technical,False,none,rule_based_v1
d41e2973442eb42108cc1aaec3ff5472,I don’t know if you guys are aware or if this is a widespread problem but for the past month or so when I shuffle songs it doesn’t shuffle right. If I have an album on a playlist it will play all the songs from that album and not play anything else. It’s annoying.,Hey! Can you let us know if you're using Shuffle with Connect? We'll check things out for you /YM,sp_021471,playback_technical,False,none,rule_based_v1
d4744cd2aec9aa08e47ac6caf3838559,Hi can you help with a subscription query please?,"Hey there, help's here. Can you let us know what's happening over DM? We'll check this out /AC",sp_014337,billing_subscription,False,none,rule_based_v1
d823707be6cc5813ef69843e3a40d5f5,. what the hell? Second time this week my library has been decimated by random removal of music. Remind me why I pay from premium access?,"Hey Matthew, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /K",sp_030770,billing_subscription,False,none,rule_based_v1
d86e7920d8b666cf70534435e14ca04e,how can I purchase premium with a visa gift card,Hey! Your payment card will need to meet these requirements: Hope that helps /NQ,sp_016168,billing_subscription,False,none,rule_based_v1
d88da62e5da1570859e7a6031ed4c787,you guys have the worst customer support. there is no way to contact any of you guys and on top of that I cant even log in,"Hey Tim, help's here! We've answered your DM. Check your Messages &amp; let's keep chatting there /LD",sp_014067,account_access,False,none,rule_based_v1
d8e62632b59143852048cff620d54314,Ud want your users to hangout on your app therefor bringing more traffic and retaining it,"Hey there! Thanks for the feedback. Don't worry, we'll make sure it's passed on to the relevant folks /TM",sp_026977,other,True,unclassified_intent,rule_based_v1
d9458fd1b78c83cae91f30cefc74e5fd,"thank you for that 3 months package of premium subscription. Finally i bought it by Indosat Ooredoo cell network, cause Spotify Indo not yet received payment method by XL Axiata.","Awesome, thanks for letting us know. Enjoy the music! /DN",sp_030637,billing_subscription,False,none,rule_based_v1
da59e57e2da850723e34b5f6549e7431,Just upgraded to Spotify Premium (because I’m fancy) but it’s still shuffling on my phone? How do I fix this?,Hi BT! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU,sp_035439,billing_subscription,False,none,rule_based_v1
dace9bd93d8c005d0b6f16a150e2e9d3,I've been charged for premium family but am not getting it on my app; already tried updating app and logging out/ back in,Hey! Help's here. Can you DM us your account's username and email address? We'll take a look backstage /JL,sp_024517,account_access,False,none,rule_based_v1
daf80163ed361b157979a6042ccdf6be,"why ain’t Post Malone / fuck, on spotify???","Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DF",sp_022609,other,True,high_distress,rule_based_v1
dbac40c807c28ec3e0532827d54bb6c1,Can you add a prompt to the download button? Way too easy to hit it and lose all your music.,"Hey, we hear you! Your feedback has been noted and passed onto the team 👊🏼 /RH",sp_022752,other,True,unclassified_intent,rule_based_v1
dc551d14a66db850aa49f9b5e4ababbb,"Fix the Roku app already, it's a disaster.","Hey there, help's arrived. Can you tell us what's happening exactly? We'll take a look /PX",sp_010993,other,True,unclassified_intent,rule_based_v1
de0a38980b91a607f6742e3cc66428b3,My Spotify keeps pausing and stops and then I go to it and can't play my music without exiting the app and coming back. Help.,Hey! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,sp_012370,other,True,unclassified_intent,rule_based_v1
def9bb92d14c73f6a08e1e7886e56c5c,Urgh why do you not have Kate Bush December Will Be Magic Again?,"Hey Jane! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /TR",sp_034458,other,True,unclassified_intent,rule_based_v1
e07ea971444e215a933b78d9a5732757,Why isn't Handwritten deluxe album by Shawn Mendes version on Spotify 😨😭,"Hi, we'd love to have that on Spotify! Hopefully we will in the future. Check this out: /RB",sp_008105,content_availability,False,none,rule_based_v1
e0c733fd1fe81661db2c8a59fc4cea50,Dear there're some problems with #ElDorado I cannot play some songs,"Hey Omar! The cavalry's here. Just to check, are you getting any error messages? A screenshot of what's happening would come in handy /KB",sp_003782,other,True,unclassified_intent,rule_based_v1
e1683c6d5db12a51186e5df5aa8603d9,yes. my username is geetyakbari,Thanks for that! Could you please delete your last response to keep your information private? We'll carry on the conversation in a DM 🙂 /JQ,sp_000221,other,True,unclassified_intent,rule_based_v1
e1e14e56a0756e6d63cdddbfdb77eb21,"I have a premium account;I keep getting an error message whenever I try to access my home or artist. Since you is not allowing me to play music. What’s the deal,please help.",Hey there! Everything should be running smoothly now. Let us know if this is still happening /GS,sp_033736,account_access,False,none,rule_based_v1
e2cac0370750f1c320826b1bc85afaf3,"if I already have student premium, how do I add Hulu?","Hey Brian! To add Hulu to your student discount subscription, just head here: Let us know how it goes /NS",sp_003827,billing_subscription,False,none,rule_based_v1
e2eaea9b915486ca2fabf4fd12f36947,"hi min, please help, why my acc cant automatically update payment using mobile phone number?",Hey Anton! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO,sp_013546,billing_subscription,False,none,rule_based_v1
e2fba0211b8558fb683aad9d0bcbafa4,when I try to log in the application it will not even bring up the username and password page the login button does not work! What should I do?,"Hey Sam, help's arrived! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",sp_024377,account_access,False,none,rule_based_v1
e35c0d704934b14f30cdd8528f624bef,When is going to fix ‘s album on Spotify? 😭,"Hi there! Don't worry, we're here to help. Can you let us know more on the album you're referring to? We'll have a closer look /MT",sp_015684,other,True,unclassified_intent,rule_based_v1
e63d6e8623f7da25c4e0732265b7050d,"Spotify isn't working on my computer, it keeps saying, ""Spotify is not responding.""","Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",sp_010023,other,True,unclassified_intent,rule_based_v1
e6aabcd1e87e734c5c0a5be8ab3d05ab,um i think i deserve a free week of premium for y'all having the nerve to play imagine dragons when i shuffled fiona apple,Hi Kayla. Thanks for bringing this up. We’re always testing things in order to improve our shuffle feature &amp; we'll pass on your thoughts /JU,sp_028700,billing_subscription,False,none,rule_based_v1
e726442aee73e49c123f645223c776ce,"Hi! Just signed onto the service and am dismayed to find that I can't queue songs? Other than (where it makes perfect sense), I've never used a music app that couldn't do this. It's clearly not a tech hurdle so why don't you support this action?","Hey Chris, help's here! Check this out: Let us know how you get on /TR",sp_008026,other,True,unclassified_intent,rule_based_v1
ea24757d4d7728b83936d68562c29f94,"Hello, looks like there's a letter missing in the track title. Should be 'Sequential'",Thanks. We'll get this reported. Great detective work! /LO,sp_025913,other,True,unclassified_intent,rule_based_v1
eabcd29c5800c82f0f2b05336ae01ec1,"I am unable to login to my account? Tried resetting, it even had my profile name like I was already logged in at the top. Help!","Hey, help's arrived! Could you send us a DM with your account's email address? We'll take a look backstage /CH",sp_019858,account_access,False,none,rule_based_v1
eb9ae15d05787d544050f7449d5a80a8,"Someone seriously hacked my Spotify and deleted all my playlists, that is the devils work right there.","Hi Jess, we've replied to your DM! We'll continue helping out over there 🙂 /DQ",sp_021182,account_access,True,account_security,rule_based_v1
ec0be18802cd3031b44d30a6e3b86bcc,Okay I have now skipped five a cappella versions of Christmas songs. At what point do you decide that maybe I don’t want to listen to a cappella versions of Christmas songs?,"Hi there! It sounds like you're getting Suggested Tracks. We're afraid that the suggestions are random. For now, try adding more artists into your playlists to reduce the number of Suggested Tracks you get /MU",sp_036004,other,True,unclassified_intent,rule_based_v1
